,title,text,label
10, GOP Senator Just Smacked Down The Most Punchable Alt-Right Nazi On The Internet,"The most punchable Alt-Right Nazi on the internet just got a thorough beatdown from Sen. Ben Sasse (R-Neb.) on Twitter during an epic tweetstorm. Richard Spencer, the Alt-Right leader who has become a human punching bag, just got the racism smacked out of him by the Republican Senator on Thursday after the white nationalist tweeted that only goober conservatives  blame Russia for  racial divisions  in the United States. Spencer was responding to a tweet Sasse sent out on Wednesday.Sen. Ben Sasse had shared an article regarding Sen. James Lankford (R-Okla.), who explained that Russian internet trolls helped fuel divisions in a controversy which Donald Trump ignited over NFL athletes who choose to kneel rather than stand during the national anthem in protest of racial inequality and police brutality.No one loves American-vs-American fighting more than Putin. His intel agencies stoke both sides of every divide.https://t.co/H6BwjHzokH  Ben Sasse (@BenSasse) September 28, 2017Spencer responded by writing,  In the minds of goober conservatives, the Russians are to blame for racial divisions. In the minds of goober conservatives, the Russians are to blame for racial divisions. https://t.co/CzpGfL6u4M  Richard  ?Spencer (@RichardBSpencer) September 28, 2017Sasse tore into Spencer, calling him a  clown  and one of the  brown-shirt-pajama-boy Nazis. 1/Oh let goobers & nongoobers agree on this: Racists like you are to blame. But Putin's agencies also love using you as their divisive tool https://t.co/DaD4XaNvI5  Ben Sasse (@BenSasse) September 28, 20172/Don t get me wrong: we ll always have brown-shirt-pajama-boy Nazis like you & your lonely pals stoking division. But here s America 101: https://t.co/SboVZmOuu2  Ben Sasse (@BenSasse) September 28, 20173/You don t get America. You said:  You do not have some human right, some abstract thing given to you by God or something like that.  https://t.co/ScXDGFcbGp  Ben Sasse (@BenSasse) September 28, 20174/Actually, that's exactly what America declares we do have: People are the image-bearers of God, created with dignity& inalienable rights. https://t.co/d4orBrHJMw  Ben Sasse (@BenSasse) September 28, 20175/Sadly, you don't understand human dignity. A person's skin, ancestry, and bank balance have nothing to do with their intrinsic value. https://t.co/5JsyVAKQRL  Ben Sasse (@BenSasse) September 28, 20176/This declaration of universal dignity is what America is about. Madison called our Constitution ""the greatest reflection on human nature"" https://t.co/NQluVs1KvA  Ben Sasse (@BenSasse) September 28, 20177/You talk about culture but don't know squat about western heritage which sees people not as tribes but as individuals of limitless worth https://t.co/VKNvDUXLtT  Ben Sasse (@BenSasse) September 28, 20178/The celebration of universal dignity IS our culture, & it rejects your ""white culture"" crybaby politics. It rejects all identity politics https://t.co/Adlj9AvNPR  Ben Sasse (@BenSasse) September 28, 20179/Sometime after moving back into your parents' basement, you knock-off Nazis fell in love with reheated 20th century will-to-power garbage https://t.co/XDTeATVGSe  Ben Sasse (@BenSasse) September 28, 201710/Your ""ideas"" aren't just hateful, un-American poison they're also just so dang boring. The future doesn't belong to your stupid memes. https://t.co/bNHSlf1uOx  Ben Sasse (@BenSasse) September 28, 201711/11Get a real job, Clown. Find an actual neighbor to serve. You'll be happier.Have a nice day. https://t.co/ToREd7VwDM  Ben Sasse (@BenSasse) September 28, 2017Jake Tapper weighed in to say,  Wherein a piece of garbage is thrown into a receptacle with grace and artistry. Wherein a piece of garbage is thrown into a receptacle with grace and artistry https://t.co/L09bBy8gHh  Jake Tapper (@jaketapper) September 28, 2017This is how Donald Trump should have responded to the violent rally in Charlottesville, Virginia, which, by the way, was organized by Richard Spencer.Spencer previously said that he felt  proud  after Trump blamed  many sides  for the violence at the hate-rally which resulted in the murder of Heather Heyer, and left at least 19 others injured. Spencer is one of Trump s  very fine people  who just got smacked down on Twitter by a Republican.You don t have to like his politics to admire that Sasse was among the Republicans who joined civil rights leaders and Democrats who reacted angrily when Trump said that he condemned  this egregious display of hatred, bigotry, and violence on many sides   on many sides. Of course, if Sasse would call out Roy Moore over his bigoted remarks, that would be nice to see, too.Photo: Chip Somodevilla via Getty images.",1
11,"May Brexit offer would hurt, cost EU citizens - EU parliament","BRUSSELS (Reuters) - British Prime Minister Theresa May s offer of  settled status  for EU residents is flawed and will leave them with fewer rights after Brexit, the European Parliament s Brexit coordinator said on Tuesday. A family of five could face a bill of 360 pounds to acquire the new status, Guy Verhofstadt told May s Brexit Secretary David Davis in a letter seen by Reuters    a very significant amount for a family on low income . Listing three other concerns for the EU legislature, which must approve any treaty on the March 2019 exit, Verhofstadt told Davis:  Under your proposals, EU citizens will definitely notice a deterioration of their status as a result of Brexit. And the Parliament s aim all along has been that EU citizens, and UK citizens in the EU-27, should notice no difference.  Verhofstadt, a former Belgian prime minister, wrote in response to Davis, who had written to him after Parliament complained last week that there remained  major issues  to be settled on the rights of the 3 million EU citizens in Britain. On Tuesday, he told reporters that Parliament was determined that expatriates should not become  victims of Brexit . May had unveiled more details last week of a system aimed at giving people already in Britain a quick and cheap way of asserting their rights to stay there indefinitely. The issue, along with how much Britain owes and the new EU-UK border across Ireland, is one on which the EU wants an outline agreement before opening talks on the future of trade. Verhofstadt said lawmakers were not dismissing British efforts to streamline applications but saw flaws in the nature of  settled status  itself. As well as the cost, which is similar to that of acquiring a British passport, he cited three others: - Europeans should simply  declare  a whole household resident, without needing an  application  process; the burden of proof should be on the British authorities to deny them rights. - more stringent conditions on criminal records could mean some EU residents, including some now with permanent resident status, being deported for failing to gain  settled status . - EU residents would lose some rights to bring relatives to Britain as the new status would give them the same rights as British people, who now have fewer rights than EU citizens.   ",0
12,Schumer calls on Trump to appoint official to oversee Puerto Rico relief,"WASHINGTON (Reuters) - Charles Schumer, the top Democrat in the U.S. Senate, called on President Donald Trump on Sunday to name a single official to oversee and coordinate relief efforts in hurricane-ravaged Puerto Rico. Schumer, along with Representatives Nydia Velàzquez and Jose Serrano, said a “CEO of response and recovery” is needed to manage the complex and ongoing federal response in the territory, where millions of Americans remain without power and supplies. In a statement, Schumer said the current federal response to Hurricane Maria’s impact on the island had been “disorganized, slow-footed and mismanaged.” “This person will have the ability to bring all the federal agencies together, cut red tape on the public and private side, help turn the lights back on, get clean water flowing and help bring about recovery for millions of Americans who have gone too long in some of the worst conditions,” he said. The White House did not immediately respond to a request for comment. The Democrats contended that naming a lone individual to manage the government’s relief efforts was critical, particularly given that the Federal Emergency Management Agency is already stretched thin from dealing with other crises, such as the aftermath of Hurricane Harvey in Texas and the wildfires in California. The severity of the Puerto Rico crisis, where a million people do not have clean water and millions are without power nearly a month after Hurricane Maria made landfall, demand a single person to focus exclusively on relief and recovery, the Democrats said. Forty-nine people have died in Puerto Rico officially, with dozens more missing. The hurricane did extensive damage to the island’s power grid, destroying homes, roads and other vital infrastructure. Now, the bankrupt territory is struggling to provide basic services like running water, and pay its bills. “It’s tragically clear this Administration was caught flat footed when Maria hit Puerto Rico,” said Velàzquez. “Appointing a CEO of Response and Recovery will, at last, put one person with authority in charge to manage the response and ensure we are finally getting the people of Puerto Rico the aid they need.” On Thursday, Trump said the federal response has been a “10” on a scale of one to 10 at a meeting with Puerto Rico Governor Ricardo Rossello.  The governor has asked the White House and Congress for at least $4.6 billion in block grants and other types of funding. Senator Marco Rubio called on Congress to modify an $18.7 billion aid package for areas damaged by a recent swath of hurricanes to ensure that Puerto Rico can quickly access the funds. ",0
13,WATCH: HILARIOUS AD Calls Into Question Health Of Aging Clinton Crime Family Bosses,"After watching this telling video, you ll wonder if instead of working so hard to get back into the White House, Hillary s time would be better spent looking into an assisted living situation for her and Bill ",1
14,No Change Expected for ESPN Political Agenda Despite Huge Subscriber Decline - Breitbart,"As more and more sports fans turn off ESPN to protest the network’s   social and political agenda, parent company Disney’s decision to extend current CEO Bob Iger’s contract through 2019 means the “world’s leader in sports entertainment” will continue on its merry way of alienating a large segment of Americans. [Breitbart reported in November that ESPN lost 3. 2 million subscribers in just over a year. Moreover, for the last few years the sports network has lost 300, 000 subscribers a month. In October alone, the beleaguered network lost 621, 000 subscribers.   The decision to keep Iger instead of moving in another direction, such as promoting COO Thomas Staggs to the spot, has a number of substantial business implications for ESPN. Awful Announcing reports: From the outside, at least, it seems like Iger is quite satisfied with ESPN’s leadership and with the network’s path on most fronts. Specifically, he’s regularly spoken about how important it is for ESPN to be in “skinny bundles” (including streaming options from Sling, DirecTV and more) and about ESPN’s forthcoming    offering. Those views wouldn’t necessarily be shared by a different CEO Staggs, for example, spoke much more about the importance of the traditional   bundle, so a Disney CEO with his views might focus more on that side, or conversely, another Disney CEO might want ESPN to quickly go into    in a larger way (standalone access to all ESPN content, including TV channels) rather than starting with the   light approach Iger seems to be promoting. Putting those circumstances aside, the crux of ESPN continuing on in its political and social agenda derives from the fact that Iger is a strident lifelong Democrat. One so committed, in fact, that the Disney stalwart   a Hillary Clinton fundraiser last summer along with   supporters such as entertainment Mogul Haim Saban, Chernin Group chairman and CEO Peter Chernin, and entertainment and sports executive Casey Wasserman.  To get an idea of Iger’s taste on social issues, one of his proposed “entertainment” ideas is a filmic version of Girls, a popular television show starring Lena Dunham. Somewhat surprisingly, and to the chagrin of many of his supporters and shareholders, Iger is serving on President Donald Trump’s Strategic and Policy Forum council of CEOs. Iger agrees with Trump on shutting down certain tax loopholes and strongly supports lowering corporate tax rates (no surprise there).  Earlier this month, Iger reportedly defended his participation in Trump’s mastermind group, asserting, “I think there is an opportunity for me to express views that I think   …     are of value to the company and its shareholders. ” Insisting that he won’t be   Iger informs that he will be “adversarial to the view of the administration,” which includes “immigration. ” Yet, the CEO argues that claims asserting ESPN is politically slanted are “just a complete exaggeration. ” With that said, it looks like ESPN’s cable subscription downward spiral will persist as long as Iger remains as Disney’s top executive. ",0
15,Billionaire Odebrecht in Brazil scandal released to house arrest,"RIO DE JANEIRO/SAO PAULO (Reuters) - Billionaire Marcelo Odebrecht, the highest-profile executive imprisoned in Brazil s massive graft scandal, was released from jail on Tuesday to continue his sentence for corruption under house arrest, according to a federal court. The former chief executive officer of Odebrecht SA [ODBES.UL], Latin America s largest construction firm, was arrested in 2015 during an investigation dubbed Car Wash that exposed billions of dollars in kickbacks to politicians and executives at state-run companies in exchange for inflated contracts. Odebrecht was set to travel to Sao Paulo to begin his house arrest under electronic surveillance on Tuesday, according to the federal court in Parana. A representative for the former executive said he remained committed to collaborating with authorities under a leniency deal.  Odebrecht was first sentenced to 19 years in prison in one of the many cases related to Car Wash. That was reduced to 10 years after he signed a leniency deal last December in exchange for paying a nearly $2 billion fine, admitting guilt and providing evidence to authorities. He has already served two-and-a-half years in prison. Under the deal, he must serve another two-and-a-half years under house arrest. He will then be permitted to leave his home for work for another two-and-a-half years. He will then be required to do community service for the rest of his 10-year sentence. Separately Tuesday, Brazil s antitrust watchdog Cade said it was investigating two alleged cartels involved in bidding for Sao Paulo infrastructure projects after receiving information provided by Odebrecht executives.     ",0
16,BRITISH WOMAN LOSES VIRGINITY To Asylum Seeking Rapist On Her Way To Church,"Europe is likely not going to be a top destination for families with young daughters, and they have no one to blame but themselves for this idiocy. Political correctness will be the death of Europe as we know it. Do Americans have the fortitude to stop the bleeding here, before the invasion of foreigners on our soil is officially out of control? PREDATORY asylum seeker who  chillingly  raped a 21-year-old devout Christian woman next to a church was starting a 10 year jail sentence today.Eritrean-born Mebrehtom Abrha, 25, stalked the vulnerable virgin for 10 minutes as she walked through Liverpool city centre to her boyfriend s house at 6am last July 19.Liverpool Crown Court heard he dragged her off the pavement and into a grassy area before raping her twice in a harrowing four-minute ordeal.The terrifying attack left the devout Christian  angry at God  and fearing she had contracted HIV, an appalled judge was told.Abrha, who lived in Liverpool before fleeing to Birmingham, was arrested following a BBC Crimewatch appeal on October 12.Today he started an extended sentence of 10 years  imprisonment with a further five years on licence as his victim told the court:  I felt ashamed, dirty and unclean. Going to church has always been in an important part of my life but since the attack I was not able to go to church for many months. I was angry at God and I was angry at myself for feeling this way. The victim also admitted the attack caused her to end her relationship with her boyfriend, adding:  I have lost any desire to do anything in my life. I feel terrified in the shower. I get the feeling that someone is going to get me and I start to panic. The victim   who cannot be named for legal reasons   had been out clubbing on Saturday July 18 last year and agreed to meet her boyfriend the following morning.Prosecutor David McLachlan told the court she could not get a taxi so opted to walk the mile-and-a-half route.Despite warnings to not cut through the park from her boyfriend, she did   and was confronted by the East African man who dragged her off into a wooded area nearby.He then subjected her to a horrific attack, ripping open her dress before raping her and  chillingly  walking away.Afterwards the woman   covered in dirt and with injuries to her back and neck   ran to her boyfriend s house and he raised the alarm.Michael O Brien, defending Abhra, read out part of a letter of apology from his client, which went:  This was an un-Christian act and I did a horrible thing to this woman. I ask for forgiveness. Ahbra was granted asylum for five years in June 2014 after claiming he was forced to flee his native country after being conscripted to the Eritrean army aged 18.Ahbra, who has no previous convictions and spoke through a Tigrignan interpreter, claimed he had no memory of the attack as he was too inebriated.Ahbra held his hand to his eyes as David Aubrey QC sentenced him before he made the sign of the cross as he was led down in to custody.Judge Aubrey told him:  You watched her, you followed her, pursued her, threatened her and raped her before, somewhat chillingly, walking away calmly. I cannot ignore the tragic irony of this case that you attacked her next to a church. Afterwards Merseyside Police Det Insp Terry Davies said: There is no doubt that this had had a significant impact on his young victim, who will now have to live with this for the rest of her life. Via: Express UK",1
17,"U.N. seeks humanitarian pause in Sanaa where streets ""battlegrounds""","GENEVA (Reuters) - The United Nations called on Monday for a humanitarian pause in the Yemeni capital of Sanaa on Tuesday to allow civilians to leave their homes, aid workers to reach them, and the wounded to get medical care. Jamie McGoldrick, U.N. humanitarian coordinator in Yemen, said in a statement that the streets of Sanaa had become  battlegrounds  and that aid workers  remain in lockdown .  Thus, I call on all parties to the conflict to urgently enable a humanitarian pause on Tuesday 5 December, between 10:00 a.m. and 16:00 p.m. to allow civilians to leave their homes and seek assistance and protection and to facilitate the movement of aid workers to ensure the continuity of life-saving programs,  he said.  McGoldrick warned the warring parties that any deliberate attacks against civilians, and against civilian and medical infrastructure, are  clear violations of international humanitarian law and may constitute war crimes . ",0
18,MAJOR LIBERAL RAG RELUCTANTLY PUBLISHES Article On President Trump’s Outstanding Accomplishments…It’s How They Explain His Successes That Has Everyone Laughing,"The Atlantic, a publication that wouldn t know unbiased journalism if it bit them in the a$$ published what appears to be a reluctant piece on President Trump s outstanding accomplishments during his first 6 months in office. Most of the people reading this piece by The Atlantic are fans of their writing because they ve bought into the progressive, anti-American sentiment they were fed like crack cocaine in college. Almost like the patch that smokers wear to help them get through the withdrawal of nicotine while going through a cessation program, The Atlantic provides their readers with enough anti-Trump propaganda to keep them in business, while acting like a support group for their readers, who fear every anti-American piece of legislation Barack Obama worked so hard to implement, is all unraveling, thanks to this guy who  foolishly  wants  Make America Great Again . Of course, in the eyes of The Atlantic reader, America was never great to begin with.The parts where The Atlantic talks about President Trump s accomplishments are italicized and the comments the writer makes to counter Trump s successes have been highlighted.The Atlantic starts out the article by giving credit to Trump s  shadow government , as somehow being responsible for his amazing successes in his first 6 months. According to The Atlantic, the  actual government  is the fake news stories and the obsession with negative chatter surrounding Trump s presidency, while President Trump s accomplishments have been hidden in the  shadows .The Atlantic  Imagine, if you will, that there is a shadow government.The actual government, the administration of Donald Trump, is coming off the worst week of his presidency, although there haven t been any smooth weeks. Trump s top legislative priority, repealing and replacing the Affordable Care Act, seems dead for the moment. (Tax reform? Forget it.) His administration has set a new standard for chaos and dysfunction, rolling through staffers the way other administrations run through, well, legislative initiatives. Trump s foreign policy remains inchoate and ineffective. Meanwhile, a special counsel investigation looms over the entire administration, threatening both its legitimacy and legal jeopardy for some of its members.Things are going considerably better for the shadow government. With the Trump administration s chaos sucking up all the attention, it s been able to move forward on a range of its priorities, which tend to be more focused on regulatory matters anyway. It is remaking the justice system, rewriting environmental rules, overhauling public-lands administration, and greenlighting major infrastructure projects. It is appointing figures who will guarantee the triumph of its ideological vision for decades to come. let s consider the Trump administration s accomplishments. Spoiler alert: like climate change, they re real.One of the two biggest victories has come on border security, which was one of Trump s top campaign priorities. Border crossings have already plummeted, suggesting that rhetoric making it clear to immigrants that they are not welcome is effective in its own right. Customs and Border Protections report that apprehensions of unauthorized people are down nearly 20 percent from the same time in 2016. (Trump continues to radically exaggerate these figures, though.) This decline has occurred despite Trump being foiled on his actual policy proposals at the border. Construction hasn t begun on his border wall yet, and federal courts have repeatedly smacked down his Muslim travel ban.That said, he did get one good result in courts and that points to a second area of success. The Supreme Court allowed parts of the travel ban to go forward, in a victory that would not have happened without Neil Gorsuch on the court, filling a seat that under all previous customs would have been filled by Barack Obama s appointee Merrick Garland. Given his legislative struggles, the most enduring Trump victories are likely to come in the judicial branch.Trump may get to appoint several more justices to the high court. And in the meantime, he s filling up lower courts with lifetime appointees. As the veteran Democratic official Ron Klain wrote recently,  A massive transformation is underway in how our fundamental rights are defined by the federal judiciary. For while President Trump is incompetent at countless aspects of his job, he is proving wildly successful in one respect: naming youthful conservative nominees to the federal bench in record-setting numbers. There are the quiet, far-reaching changes. Getting back to Pruitt, the environment is one of the places where the Trump administration has had its largest impact. The most prominent move was Trump s June 1 announcement that the U.S. will withdraw from the Paris climate accord. But the EPA is moving on other fronts as well. It s working to dismantle Barack Obama s Clean Power Plan, a signature policy aimed at reducing greenhouse-gas emissions. In June, following a February executive order from Trump, the EPA began the process of rescinding the 2015 Waters of the United States rule, which aimed at protecting smaller bodies of water and streams in the same way that larger ones had been. In December, in the closing weeks of his administration, Obama banned drilling in the Arctic and parts of the Atlantic Ocean; the Trump administration promptly set about undoing that ban. (How interested oil companies will be remains to be seen.)The New York Times found in June that Pruitt s EPA  has moved to undo, delay or otherwise block more than 30 environmental rules, a regulatory rollback larger in scope than any other over so short a time in the agency s 47-year history.  And it might have done more if not for constraints imposed by judges. EPA tried to abandon an Obama-era rule on methane emissions, but a court on Monday forced it to continue enforcing the rule.Other agencies are also in on the environmental deregulation act. The State Department reversed an Obama-era decision, clearing the way for the Keystone XL pipeline to begin construction. The Interior Department is considering reversing a rule on fracking on public lands, and might also reverse some equipment regulations on offshore drilling equipment implemented after the 2010 Gulf oil spill. The department has rolled back a ban on coal mining on public lands.Although the Justice Department had staunchly opposed a Texas voting law that has repeatedly been smacked down by courts as discriminatory, Sessions switched the department s position, and it has now told courts the law ought to be allowed to remain. The attorney general has also sought to cut off funding to so-called sanctuary cities, though his legal authority to do so is disputed.Curiously, since he campaigned as an atypically LGBT-friendly Republican, Trump has also made a range of changes on gay issues. Last week alone, the Justice Department announced that sexual orientation was not covered by Section VII, and the president said that transgender people would not be allowed to serve in the military. The administration has also rejected Obama-era protections for transgender students. ",1
19,Second judge says Clinton email setup may have been in 'bad faith',"NEW YORK (Reuters) - A second federal judge has taken the rare step of allowing a group suing for records from Hillary Clinton’s time as U.S. secretary of state to seek sworn testimony from officials, saying there was “evidence of government wrong-doing and bad faith.” The language in Judge Royce Lamberth’s order undercut the Democratic presidential contender’s assertion she was allowed to set up a private email server in her home for her work as the country’s top diplomat and that the arrangement was not particularly unusual. He described Clinton’s email arrangement as “extraordinary” in his order filed on Tuesday in federal district court in Washington. Referring to the State Department, Clinton and Clinton’s aides, he said there had been “constantly shifting admissions by the Government and the former government officials.” Spokesmen for Clinton did not immediately respond to a request for comment.  The case is a civil matter, but the order adds to the legal uncertainty that has overshadowed Clinton’s campaign to be the Democratic nominee in the Nov. 8 presidential election. The FBI is also conducting a criminal inquiry into the arrangement after it emerged that classified government secrets ended up in Clinton’s unsecured email account. Clinton has said she does not think she will be charged with a crime.  Lamberth’s order granted the request by Judicial Watch, a conservative watchdog group suing the department under open records laws, to gather evidence, including sworn testimony. The group has filed several lawsuits, including one seeking records about the 2012 attack in Benghazi, Libya, that killed U.S. Ambassador Christopher Stevens and three other Americans. “Where there is evidence of government wrong-doing and bad faith, as here, limited discovery is appropriate, even though it is exceedingly rare in FOIA (freedom-of-information) cases,” Lamberth noted in his order. The government is normally given the benefit of the doubt that it properly searched and produced records.  Since the email arrangement came to public knowledge a year ago, the State Department has found itself defending Clinton in scores of lawsuits from groups, individuals and news outlets who say they were wrongly denied access to Clinton’s federal records. Clinton left the department in 2013, but did not return her email records to the government until nearly two years later.  Last month, Judge Emmet Sullivan, who is overseeing a separate Judicial Watch lawsuit over other Clinton-related records, allowed a similar motion for discovery. (Story refiles to fix date of presidential election, paragraph 6.) ",0
